20200301 225300;1.105430;1.105520;1.105410;1.105430;0
20200301 225400;1.105420;1.105550;1.105370;1.105520;0
20200301 225500;1.105520;1.105530;1.105460;1.105520;0
20200301 225600;1.105510;1.105560;1.105400;1.105410;0
20200301 225700;1.105420;1.105420;1.105250;1.105260;0
20200301 225800;1.105250;1.105270;1.105160;1.105250;0
20200301 225900;1.105260;1.105330;1.105200;1.105240;0
20200301 230000;1.105230;1.105260;1.104780;1.104810;0
20200301 230100;1.104810;1.104930;1.104810;1.104860;0
20200301 230200;1.104870;1.105030;1.104870;1.105010;0
20200301 230300;1.105020;1.105100;1.105010;1.105020;0
20200301 230400;1.105030;1.105150;1.105020;1.105110;0
20200301 230500;1.105120;1.105140;1.105010;1.105010;0
20200301 230600;1.105000;1.105000;1.104900;1.104900;0
20200301 230700;1.104900;1.104950;1.104900;1.104930;0
20200301 230800;1.104940;1.104940;1.104850;1.104870;0
20200301 230900;1.104860;1.104890;1.104810;1.104840;0
20200301 231000;1.104840;1.104930;1.104830;1.104830;0
20200301 231100;1.104820;1.104890;1.104810;1.104830;0
20200301 231200;1.104850;1.104890;1.104830;1.104830;0
20200301 231300;1.104830;1.104850;1.104810;1.104850;0
20200301 231400;1.104830;1.104930;1.104780;1.104880;0
20200301 231500;1.104900;1.105000;1.104900;1.104980;0
20200301 231600;1.104970;1.105060;1.104940;1.105040;0
20200301 231700;1.105050;1.105120;1.105030;1.105080;0
20200301 231800;1.105080;1.105150;1.105020;1.105130;0
20200301 231900;1.105130;1.105140;1.105060;1.105070;0
20200301 232000;1.105070;1.105070;1.105030;1.105060;0
20200301 232100;1.105070;1.105110;1.105040;1.105040;0
20200301 232200;1.105060;1.105100;1.105010;1.105080;0
20200301 232300;1.105090;1.105160;1.105090;1.105110;0
20200301 232400;1.105110;1.105140;1.105070;1.105120;0
20200301 232500;1.105130;1.105150;1.105130;1.105150;0
20200301 232600;1.105140;1.105150;1.105120;1.105130;0
20200301 232700;1.105120;1.105140;1.105090;1.105120;0
20200301 232800;1.105120;1.105140;1.105090;1.105100;0
20200301 232900;1.105110;1.105160;1.105110;1.105150;0
20200301 233000;1.105140;1.105310;1.105140;1.105300;0
20200301 233100;1.105320;1.105450;1.105320;1.105450;0
20200301 233200;1.105450;1.105470;1.105370;1.105370;0
20200301 233300;1.105370;1.105410;1.105340;1.105400;0
20200301 233400;1.105400;1.105460;1.105390;1.105410;0
20200301 233500;1.105420;1.105460;1.105390;1.105460;0
20200301 233600;1.105460;1.105650;1.105410;1.105650;0
20200301 233700;1.105650;1.105710;1.105610;1.105710;0
20200301 233800;1.105710;1.105850;1.105650;1.105840;0
20200301 233900;1.105810;1.105820;1.105660;1.105720;0
20200301 234000;1.105710;1.105750;1.105650;1.105690;0
20200301 234100;1.105700;1.105760;1.105660;1.105760;0
20200301 234200;1.105770;1.105870;1.105760;1.105760;0
20200301 234300;1.105760;1.105830;1.105750;1.105820;0
20200301 234400;1.105810;1.105840;1.105730;1.105780;0
20200301 234500;1.105790;1.105800;1.105730;1.105790;0
20200301 234600;1.105790;1.105790;1.105710;1.105710;0
20200301 234700;1.105710;1.105790;1.105700;1.105770;0
20200301 234800;1.105760;1.105780;1.105720;1.105730;0
20200301 234900;1.105720;1.105840;1.105690;1.105840;0
20200301 235000;1.105830;1.105830;1.105700;1.105820;0
20200301 235100;1.105820;1.105820;1.105680;1.105720;0
20200301 235200;1.105730;1.105750;1.105610;1.105620;0
20200301 235300;1.105620;1.105640;1.105510;1.105630;0
20200301 235400;1.105630;1.105640;1.105510;1.105530;0
20200301 235500;1.105520;1.105600;1.105500;1.105510;0
20200301 235600;1.105500;1.105570;1.105430;1.105450;0
20200301 235700;1.105450;1.105450;1.105400;1.105400;0
20200301 235800;1.105380;1.105410;1.105270;1.105280;0
20200301 235900;1.105270;1.105330;1.105200;1.105270;0
20200302 000000;1.105270;1.105270;1.104920;1.105020;0
20200302 000100;1.105030;1.105090;1.105030;1.105030;0
20200302 000200;1.105030;1.105030;1.104940;1.105000;0
20200302 000300;1.105000;1.105000;1.104890;1.104890;0
20200302 000400;1.104890;1.104980;1.104840;1.104890;0
20200302 000500;1.104900;1.104990;1.104880;1.104980;0
20200302 000600;1.104980;1.105020;1.104860;1.104920;0
20200302 000700;1.104920;1.105020;1.104920;1.104940;0
20200302 000800;1.104950;1.104990;1.104830;1.104850;0
20200302 000900;1.104850;1.104900;1.104830;1.104830;0
20200302 001000;1.104830;1.104910;1.104830;1.104830;0
20200302 001100;1.104830;1.104840;1.104820;1.104830;0
20200302 001200;1.104840;1.104940;1.104840;1.104940;0
20200302 001300;1.104930;1.104950;1.104900;1.104950;0
20200302 001400;1.104940;1.104950;1.104910;1.104920;0
20200302 001500;1.104930;1.104980;1.104830;1.104980;0
20200302 001600;1.104980;1.104990;1.104880;1.104880;0
20200302 001700;1.104880;1.104910;1.104780;1.104840;0
20200302 001800;1.104840;1.104860;1.104790;1.104830;0
20200302 001900;1.104840;1.104890;1.104770;1.104780;0
20200302 002000;1.104790;1.104820;1.104780;1.104790;0
20200302 002100;1.104780;1.104780;1.104620;1.104620;0
20200302 002200;1.104620;1.104640;1.104560;1.104640;0
20200302 002300;1.104650;1.104710;1.104630;1.104690;0
20200302 002400;1.104690;1.104740;1.104670;1.104720;0
20200302 002500;1.104720;1.104730;1.104670;1.104680;0
20200302 002600;1.104680;1.104740;1.104680;1.104700;0
20200302 002700;1.104690;1.104690;1.104610;1.104630;0
20200302 002800;1.104630;1.104650;1.104570;1.104630;0
20200302 002900;1.104640;1.104700;1.104550;1.104610;0
20200302 003000;1.104610;1.104620;1.104570;1.104590;0
20200302 003100;1.104610;1.104670;1.104610;1.104650;0
20200302 003200;1.104640;1.104660;1.104620;1.104640;0
20200302 003300;1.104640;1.104640;1.104570;1.104570;0
20200302 003400;1.104580;1.104630;1.104580;1.104630;0
20200302 003500;1.104630;1.104660;1.104620;1.104620;0
20200302 003600;1.104620;1.104630;1.104570;1.104580;0
20200302 003700;1.104580;1.104650;1.104580;1.104640;0
20200302 003800;1.104650;1.104660;1.104520;1.104630;0
20200302 003900;1.104620;1.104630;1.104480;1.104490;0
20200302 004000;1.104500;1.104670;1.104500;1.104640;0
20200302 004100;1.104650;1.104660;1.104490;1.104500;0
20200302 004200;1.104510;1.104550;1.104450;1.104540;0
20200302 004300;1.104550;1.104600;1.104490;1.104590;0
20200302 004400;1.104570;1.104570;1.104470;1.104480;0
20200302 004500;1.104460;1.104530;1.104420;1.104470;0
20200302 004600;1.104460;1.104630;1.104450;1.104580;0
20200302 004700;1.104580;1.104630;1.104520;1.104540;0
20200302 004800;1.104550;1.104610;1.104550;1.104600;0
20200302 004900;1.104600;1.104650;1.104600;1.104640;0
20200302 005000;1.104640;1.104730;1.104630;1.104680;0
20200302 005100;1.104680;1.104680;1.104580;1.104630;0
20200302 005200;1.104620;1.104620;1.104590;1.104590;0
20200302 005300;1.104580;1.104610;1.104480;1.104610;0
20200302 005400;1.104600;1.104600;1.104500;1.104510;0
20200302 005500;1.104520;1.104520;1.104390;1.104420;0
20200302 005600;1.104430;1.104430;1.104310;1.104330;0
20200302 005700;1.104320;1.104330;1.104230;1.104230;0
20200302 005800;1.104240;1.104320;1.104220;1.104220;0
20200302 005900;1.104220;1.104320;1.104180;1.104310;0
20200302 010000;1.104300;1.104390;1.104250;1.104330;0
20200302 010100;1.104330;1.104470;1.104330;1.104430;0
